,Unnamed: 0,question,masked_question,masked_question_toks,query,schema_toks,tables,columns,sql_keywords,join_involved,keywords_pred,accuracy_on_target,accuracy_on_prediction
6619,6619,"What are the names of the stations which serve both ""Ananthapuri Express"" and ""Guruvayur Express"" trains?",What are the [MASK] of the [MASK] which serve both [MASK] [MASK] and [MASK] [MASK] [MASK],"['What', 'are', 'the', '[MASK]', 'of', 'the', '[MASK]', 'which', 'serve', 'both', '[MASK]', '[MASK]', 'and', '[MASK]', '[MASK]', '[MASK]']","SELECT T2.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id  =  T2.station_id JOIN train AS T3 ON T3.train_id  =  T1.train_id WHERE T3.Name  =  ""Ananthapuri Express"" INTERSECT SELECT T2.name FROM train_station AS T1 JOIN station AS T2 ON T1.station_id  =  T2.station_id JOIN train AS T3 ON T3.train_id  =  T1.train_id WHERE T3.Name  =  ""Guruvayur Express""","['station', 'train', 'train_station', 'train_id', 'Name', 'Ananthapuri Express', 'station_id', 'name', 'Guruvayur Express']","[('station', 'T2'), ('train', 'T3'), ('train_station', 'T1')]","['train_id', 'Name', 'Ananthapuri Express', 'station_id', 'name', 'Guruvayur Express']","intersect,as,join,from,select,where",True,"['intersect', 'as', 'join', 'where']",1.0,1.0
740,740,"What are the different card types, and how many transactions have been made with each?",What are the different [MASK] [MASK] and how many [MASK] have been made with each?,"['What', 'are', 'the', 'different', '[MASK]', '[MASK]', 'and', 'how', 'many', '[MASK]', 'have', 'been', 'made', 'with', 'each?']","SELECT T2.card_type_code ,  count(*) FROM Financial_transactions AS T1 JOIN Customers_cards AS T2 ON T1.card_id  =  T2.card_id GROUP BY T2.card_type_code","['Financial_transactions', 'Customers_cards', 'card_type_code', 'card_id']","[('Financial_transactions', 'T1'), ('Customers_cards', 'T2')]","['card_type_code', 'card_id']","as,group,join,count,select,from",True,"['count', 'group']",0.5,1.0
5496,5496,Find the distinct last names of all the students who have president votes and whose advisor is not 2192.,Find the distinct last [MASK] of all the [MASK] who have [MASK] [MASK] and whose [MASK] is not [MASK],"['Find', 'the', 'distinct', 'last', '[MASK]', 'of', 'all', 'the', '[MASK]', 'who', 'have', '[MASK]', '[MASK]', 'and', 'whose', '[MASK]', 'is', 'not', '[MASK]']","SELECT DISTINCT T1.LName FROM STUDENT AS T1 JOIN VOTING_RECORD AS T2 ON T1.StuID  =  PRESIDENT_Vote EXCEPT SELECT DISTINCT LName FROM STUDENT WHERE Advisor  =  ""2192""","['VOTING_RECORD', 'STUDENT', 'STUDENT', '2192', 'StuID', 'PRESIDENT_Vote', 'Advisor', 'LName']","[('VOTING_RECORD', 'T2'), ('STUDENT', ''), ('STUDENT', 'T1')]","['2192', 'StuID', 'PRESIDENT_Vote', 'Advisor', 'LName']","distinct,as,except,join,where,select,from",True,"['distinct', 'as', 'join', 'where']",0.8,1.0
2976,2976,Which staff handled least number of payments? List the full name and the id.,Which [MASK] handled least number of [MASK] List the full [MASK] and the id.,"['Which', '[MASK]', 'handled', 'least', 'number', 'of', '[MASK]', 'List', 'the', 'full', '[MASK]', 'and', 'the', 'id.']","SELECT T1.first_name ,  T1.last_name ,  T1.staff_id FROM staff AS T1 JOIN payment AS T2 ON T1.staff_id  =  T2.staff_id GROUP BY T1.staff_id ORDER BY count(*) ASC LIMIT 1","['staff', 'payment', 'staff_id', 'first_name', 'last_name']","[('staff', 'T1'), ('payment', 'T2')]","['staff_id', 'first_name', 'last_name']","asc,as,group,join,limit,count,order,select,from",True,"['asc', 'group', 'limit', 'count', 'order']",0.7142857142857143,1.0
3386,3386,What are the countries that participated in both friendly and tournament type competitions?,What are the [MASK] that [MASK] in both friendly and [MASK] [MASK] [MASK],"['What', 'are', 'the', '[MASK]', 'that', '[MASK]', 'in', 'both', 'friendly', 'and', '[MASK]', '[MASK]', '[MASK]']",SELECT country FROM competition WHERE competition_type  =  'Friendly' INTERSECT SELECT country FROM competition WHERE competition_type  =  'Tournament',"['competition', 'country', 'competition_type']","[('competition', '')]","['country', 'competition_type']","intersect,select,from,where",False,[],,
1385,1385,"What are the names of students and their respective departments, ordered by number of credits from least to greatest?",What are the [MASK] of [MASK] and their respective [MASK] ordered by number of [MASK] from least to greatest?,"['What', 'are', 'the', '[MASK]', 'of', '[MASK]', 'and', 'their', 'respective', '[MASK]', 'ordered', 'by', 'number', 'of', '[MASK]', 'from', 'least', 'to', 'greatest?']","SELECT name ,  dept_name FROM student ORDER BY tot_cred","['student', 'tot_cred', 'dept_name', 'name']","[('student', '')]","['tot_cred', 'dept_name', 'name']","select,order,from",False,"['order', 'desc']",1.0,0.5
7758,7758,Which languages are spoken by only one country in republic governments?,Which [MASK] are spoken by only one [MASK] in [MASK] [MASK],"['Which', '[MASK]', 'are', 'spoken', 'by', 'only', 'one', '[MASK]', 'in', '[MASK]', '[MASK]']","SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.GovernmentForm  =  ""Republic"" GROUP BY T2.Language HAVING COUNT(*)  =  1","['country', 'countrylanguage', 'Language', 'GovernmentForm', 'Republic', 'Code', 'CountryCode']","[('country', 'T1'), ('countrylanguage', 'T2')]","['Language', 'GovernmentForm', 'Republic', 'Code', 'CountryCode']","as,group,join,from,count,having,select,where",True,"['as', 'join', 'count', 'where']",0.6666666666666666,1.0
7488,7488,"What is the first name, country code, and birth date of the player with the most winner rank points across all matches?",What is the [MASK] [MASK] [MASK] [MASK] and [MASK] [MASK] of the [MASK] with the most [MASK] [MASK] [MASK] across all [MASK],"['What', 'is', 'the', '[MASK]', '[MASK]', '[MASK]', '[MASK]', 'and', '[MASK]', '[MASK]', 'of', 'the', '[MASK]', 'with', 'the', 'most', '[MASK]', '[MASK]', '[MASK]', 'across', 'all', '[MASK]']","SELECT T1.first_name ,  T1.country_code ,  T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1","['matches', 'players', 'birth_date', 'country_code', 'winner_rank_points', 'player_id', 'winner_id', 'first_name']","[('matches', 'T2'), ('players', 'T1')]","['birth_date', 'country_code', 'winner_rank_points', 'player_id', 'winner_id', 'first_name']","as,join,limit,order,select,desc,from",True,"['as', 'join', 'limit', 'order', 'desc']",1.0,1.0
2843,2843,Find the name and price of the product that has been ordered the greatest number of times.,Find the [MASK] and [MASK] of the [MASK] that has been [MASK] the greatest number of times.,"['Find', 'the', '[MASK]', 'and', '[MASK]', 'of', 'the', '[MASK]', 'that', 'has', 'been', '[MASK]', 'the', 'greatest', 'number', 'of', 'times.']","SELECT t1.product_name ,   t1.product_price FROM products AS t1 JOIN regular_order_products AS t2 ON t1.product_id  =  t2.product_id GROUP BY t2.product_id ORDER BY count(*) DESC LIMIT 1","['regular_order_products', 'products', 'product_price', 'product_name', 'product_id']","[('regular_order_products', 't2'), ('products', 't1')]","['product_price', 'product_name', 'product_id']","as,group,join,limit,count,order,select,desc,from",True,"['limit', 'order', 'desc', 'as', 'group', 'join', 'count']",1.0,1.0
5864,5864,What are the lot details of lots associated with transactions with share count smaller than 50?,What are the [MASK] [MASK] of [MASK] associated with [MASK] with [MASK] [MASK] smaller than 50?,"['What', 'are', 'the', '[MASK]', '[MASK]', 'of', '[MASK]', 'associated', 'with', '[MASK]', 'with', '[MASK]', '[MASK]', 'smaller', 'than', '50?']",SELECT T1.lot_details FROM LOTS AS T1 JOIN TRANSACTIONS_LOTS AS T2 ON T1.lot_id  =  T2.transaction_id JOIN TRANSACTIONS AS T3 ON T2.transaction_id  =  T3.transaction_id WHERE T3.share_count  <  50,"['TRANSACTIONS_LOTS', 'TRANSACTIONS', 'LOTS', 'transaction_id', 'share_count', 'lot_details', 'lot_id']","[('TRANSACTIONS_LOTS', 'T2'), ('TRANSACTIONS', 'T3'), ('LOTS', 'T1')]","['transaction_id', 'share_count', 'lot_details', 'lot_id']","as,join,from,select,where",True,['where'],0.3333333333333333,1.0
5792,5792,What is the average price of the products for each category?,What is the average [MASK] of the [MASK] for each [MASK],"['What', 'is', 'the', 'average', '[MASK]', 'of', 'the', '[MASK]', 'for', 'each', '[MASK]']","SELECT avg(product_price) ,  product_category_code FROM products GROUP BY product_category_code","['products', 'product_price', 'product_category_code']","[('products', '')]","['product_price', 'product_category_code']","group,select,from,avg",False,"['group', 'avg']",1.0,1.0
7732,7732,How many unique languages are spoken in the world?,How many unique [MASK] are spoken in the world?,"['How', 'many', 'unique', '[MASK]', 'are', 'spoken', 'in', 'the', 'world?']",SELECT count(DISTINCT LANGUAGE) FROM countrylanguage,"['countrylanguage', 'LANGUAGE']","[('countrylanguage', '')]",['LANGUAGE'],"distinct,select,count,from",False,"['as', 'join', 'count', 'where']",0.5,0.25
2403,2403,"What are the support, consider, and oppose rates of each candidate, ordered ascending by their unsure rate?",What are the [MASK] [MASK] and [MASK] [MASK] of each [MASK] ordered ascending by their [MASK] [MASK],"['What', 'are', 'the', '[MASK]', '[MASK]', 'and', '[MASK]', '[MASK]', 'of', 'each', '[MASK]', 'ordered', 'ascending', 'by', 'their', '[MASK]', '[MASK]']","SELECT Support_rate ,  Consider_rate ,  Oppose_rate FROM candidate ORDER BY unsure_rate","['candidate', 'unsure_rate', 'Support_rate', 'Oppose_rate', 'Consider_rate']","[('candidate', '')]","['unsure_rate', 'Support_rate', 'Oppose_rate', 'Consider_rate']","select,order,from",False,"['asc', 'order']",1.0,0.5
7202,7202,What are the names of airports in Aberdeen?,What are the [MASK] of [MASK] in [MASK],"['What', 'are', 'the', '[MASK]', 'of', '[MASK]', 'in', '[MASK]']","SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""","['AIRPORTS', 'City', 'AirportName', 'Aberdeen']","[('AIRPORTS', '')]","['City', 'AirportName', 'Aberdeen']","select,from,where",False,"['join', 'as']",0.0,0.0
334,334,Which attribute definitions have attribute value 0? Give me the attribute name and attribute ID.,Which [MASK] [MASK] have [MASK] [MASK] 0? Give me the [MASK] [MASK] and [MASK] ID.,"['Which', '[MASK]', '[MASK]', 'have', '[MASK]', '[MASK]', '0?', 'Give', 'me', 'the', '[MASK]', '[MASK]', 'and', '[MASK]', 'ID.']","SELECT t1.attribute_name ,  t1.attribute_id FROM Attribute_Definitions AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.attribute_id  =  t2.attribute_id WHERE t2.attribute_value  =  0","['Attribute_Definitions', 'Catalog_Contents_Additional_Attributes', 'attribute_id', 'attribute_name', 'attribute_value']","[('Attribute_Definitions', 't1'), ('Catalog_Contents_Additional_Attributes', 't2')]","['attribute_id', 'attribute_name', 'attribute_value']","as,join,from,select,where",True,"['as', 'join', 'where']",1.0,1.0
2736,2736,Show the county name and population of all counties.,Show the [MASK] [MASK] and [MASK] of all [MASK],"['Show', 'the', '[MASK]', '[MASK]', 'and', '[MASK]', 'of', 'all', '[MASK]']","SELECT County_name ,  Population FROM county","['county', 'Population', 'County_name']","[('county', '')]","['Population', 'County_name']","select,from",False,[],,
7544,7544,What is the name of the semester with no students enrolled?,What is the [MASK] of the [MASK] with no [MASK] [MASK],"['What', 'is', 'the', '[MASK]', 'of', 'the', '[MASK]', 'with', 'no', '[MASK]', '[MASK]']",SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment ),"['Semesters', 'Student_Enrolment', 'semester_id', 'semester_name']","[('Semesters', ''), ('Student_Enrolment', '')]","['semester_id', 'semester_name']","where,in,not,select,from",False,"['where', 'in', 'not']",1.0,1.0
4280,4280,"What is the description of the club named ""Tennis Club""?",What is the [MASK] of the [MASK] [MASK] [MASK] [MASK],"['What', 'is', 'the', '[MASK]', 'of', 'the', '[MASK]', '[MASK]', '[MASK]', '[MASK]']","SELECT clubdesc FROM club WHERE clubname  =  ""Tennis Club""","['club', 'clubdesc', 'Tennis Club', 'clubname']","[('club', '')]","['clubdesc', 'Tennis Club', 'clubname']","select,from,where",False,['where'],1.0,1.0
4919,4919,What are the names of all the stores in the largest district by population?,What are the [MASK] of all the [MASK] in the largest [MASK] by [MASK],"['What', 'are', 'the', '[MASK]', 'of', 'all', 'the', '[MASK]', 'in', 'the', 'largest', '[MASK]', 'by', '[MASK]']",SELECT t1.store_name FROM store AS t1 JOIN store_district AS t2 ON t1.store_id  =  t2.store_id WHERE district_id  =  (SELECT district_id FROM district ORDER BY city_population DESC LIMIT 1),"['store_district', 'district', 'store', 'city_population', 'store_name', 'district_id', 'store_id']","[('store_district', 't2'), ('district', ''), ('store', 't1')]","['city_population', 'store_name', 'district_id', 'store_id']","as,join,limit,from,order,select,desc,where",True,"['limit', 'order', 'desc']",0.5,1.0
3495,3495,display all the information of the employees whose salary if within the range of smallest salary and 2500.,[MASK] all the information of the [MASK] whose [MASK] if within the range of smallest [MASK] and 2500.,"['[MASK]', 'all', 'the', 'information', 'of', 'the', '[MASK]', 'whose', '[MASK]', 'if', 'within', 'the', 'range', 'of', 'smallest', '[MASK]', 'and', '2500.']",SELECT * FROM employees WHERE salary BETWEEN (SELECT MIN(salary) FROM employees) AND 2500,"['employees', 'salary']","[('employees', '')]",['salary'],"min,and,between,where,select,from",False,"['and', 'between', 'where']",0.75,1.0
2989,2989,What was the date of the earliest payment?,What was the [MASK] of the earliest [MASK],"['What', 'was', 'the', '[MASK]', 'of', 'the', 'earliest', '[MASK]']",SELECT payment_date FROM payment ORDER BY payment_date ASC LIMIT 1,"['payment', 'payment_date']","[('payment', '')]",['payment_date'],"asc,limit,order,select,from",False,"['limit', 'order', 'asc']",1.0,1.0
3397,3397,List all manufacturer names and ids ordered by their opening year.,List all [MASK] [MASK] and [MASK] ordered by their [MASK] [MASK],"['List', 'all', '[MASK]', '[MASK]', 'and', '[MASK]', 'ordered', 'by', 'their', '[MASK]', '[MASK]']","SELECT name ,  manufacturer_id FROM manufacturer ORDER BY open_year","['manufacturer', 'manufacturer_id', 'open_year', 'name']","[('manufacturer', '')]","['manufacturer_id', 'open_year', 'name']","select,order,from",False,"['order', 'asc']",1.0,0.5
3049,3049,What is the name of the customer with the worst credit score?,What is the [MASK] of the [MASK] with the worst [MASK] [MASK],"['What', 'is', 'the', '[MASK]', 'of', 'the', '[MASK]', 'with', 'the', 'worst', '[MASK]', '[MASK]']",SELECT cust_name FROM customer ORDER BY credit_score LIMIT 1,"['customer', 'credit_score', 'cust_name']","[('customer', '')]","['credit_score', 'cust_name']","select,limit,order,from",False,"['as', 'group', 'join', 'limit', 'count', 'order', 'desc']",1.0,0.2857142857142857
2235,2235,List the names of technicians in ascending order of age.,List the [MASK] of [MASK] in ascending order of age.,"['List', 'the', '[MASK]', 'of', '[MASK]', 'in', 'ascending', 'order', 'of', 'age.']",SELECT Name FROM technician ORDER BY Age ASC,"['technician', 'Name', 'Age']","[('technician', '')]","['Name', 'Age']","select,asc,order,from",False,"['asc', 'order']",1.0,1.0
941,941,"What is the product, chromosome and porphyria related to the enzymes which take effect at the location 'Cytosol'?",What is the [MASK] [MASK] and [MASK] related to the [MASK] which take effect at the [MASK] 'Cytosol'?,"['What', 'is', 'the', '[MASK]', '[MASK]', 'and', '[MASK]', 'related', 'to', 'the', '[MASK]', 'which', 'take', 'effect', 'at', 'the', '[MASK]', ""'Cytosol'?""]","SELECT product ,  chromosome ,  porphyria FROM enzyme WHERE LOCATION  =  'Cytosol'","['enzyme', 'chromosome', 'LOCATION', 'porphyria', 'product']","[('enzyme', '')]","['chromosome', 'LOCATION', 'porphyria', 'product']","select,from,where",False,"['join', 'as']",0.0,0.0
4380,4380,What are the result description of the project whose detail is 'sint'?,What are the result [MASK] of the [MASK] whose [MASK] is 'sint'?,"['What', 'are', 'the', 'result', '[MASK]', 'of', 'the', '[MASK]', 'whose', '[MASK]', 'is', ""'sint'?""]",SELECT T1.outcome_description FROM Research_outcomes AS T1 JOIN Project_outcomes AS T2 ON T1.outcome_code  =  T2.outcome_code JOIN Projects AS T3 ON T2.project_id  =  T3.project_id WHERE T3.project_details  =  'sint',"['Project_outcomes', 'Projects', 'Research_outcomes', 'project_details', 'outcome_description', 'project_id', 'outcome_code']","[('Project_outcomes', 'T2'), ('Projects', 'T3'), ('Research_outcomes', 'T1')]","['project_details', 'outcome_description', 'project_id', 'outcome_code']","as,join,from,select,where",True,"['as', 'join', 'where']",1.0,1.0
7559,7559,Whose permanent address is different from his or her current address? List his or her first name.,Whose [MASK] [MASK] is [MASK] from his or her [MASK] [MASK] List his or her [MASK] [MASK],"['Whose', '[MASK]', '[MASK]', 'is', '[MASK]', 'from', 'his', 'or', 'her', '[MASK]', '[MASK]', 'List', 'his', 'or', 'her', '[MASK]', '[MASK]']",SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,"['Students', 'current_address_id', 'first_name', 'permanent_address_id']","[('Students', '')]","['current_address_id', 'first_name', 'permanent_address_id']","select,from,where",False,"['as', 'join', 'where']",1.0,0.3333333333333333
2947,2947,Count the number of customers who are active.,Count the number of [MASK] who are [MASK],"['Count', 'the', 'number', 'of', '[MASK]', 'who', 'are', '[MASK]']",SELECT count(*) FROM customer WHERE active = '1',"['customer', 'active']","[('customer', '')]",['active'],"select,count,from,where",False,"['distinct', 'count']",0.5,0.5
